,Index,Team,Season,GP,W,L,T,OT,P,ROW,P%,GF,GA,S/O Win,GF/GP,GA/GP,PP%,PK%,Shots/GP,SA/GP,FOW%
0,1,Dallas Stars,1997-98,82,49,22,11,,109,0,.665,242,167,0,2.95,2.04,20.0,88.0,26.8,22.8,54.9
1,2,New Jersey Devils,1997-98,82,48,23,11,,107,0,.652,225,166,0,2.74,2.02,18.9,86.7,29.3,23.7,51.3
2,3,Detroit Red Wings,1997-98,82,44,23,15,,103,0,.628,250,196,0,3.05,2.39,17.6,86.4,30.9,25.8,53.2
3,4,St. Louis Blues,1997-98,82,45,29,8,,98,0,.598,256,204,0,3.12,2.49,16.8,86.6,26.9,24.1,51.0
4,5,Pittsburgh Penguins,1997-98,82,40,24,18,,98,0,.598,228,188,0,2.78,2.29,16.5,86.4,26.5,26.9,49.7
5,6,Philadelphia Flyers,1997-98,82,42,29,11,,95,0,.579,242,193,0,2.95,2.35,17.8,86.6,28.7,25.4,54.4
6,7,Colorado Avalanche,1997-98,82,39,26,17,,95,0,.579,231,205,0,2.82,2.50,17.4,87.0,27.9,29.5,47.9
7,8,Washington Capitals,1997-98,82,40,30,12,,92,0,.561,219,202,0,2.67,2.46,15.7,89.2,27.1,28.0,52.3
8,9,Boston Bruins,1997-98,82,39,30,13,,91,0,.555,221,194,0,2.70,2.37,17.3,84.6,27.2,26.4,51.9
9,10,Buffalo Sabres,1997-98,82,36,29,17,,89,0,.543,211,187,0,2.57,2.28,12.9,84.3,26.5,31.2,47.3
10,11,Los Angeles Kings,1997-98,82,38,33,11,,87,0,.530,227,225,0,2.77,2.74,14.2,84.2,26.8,30.3,51.2
11,12,Montréal Canadiens,1997-98,82,37,32,13,,87,0,.530,235,208,0,2.87,2.54,18.3,84.5,27.8,26.0,50.0
12,13,Ottawa Senators,1997-98,82,34,33,15,,83,0,.506,193,200,0,2.35,2.44,12.8,84.5,29.3,24.9,47.7
13,14,Phoenix Coyotes,1997-98,82,35,35,12,,82,0,.500,224,227,0,2.73,2.77,14.8,83.8,27.7,27.1,50.0
14,15,Edmonton Oilers,1997-98,82,35,37,10,,80,0,.488,215,224,0,2.62,2.73,15.9,83.7,28.7,28.2,46.6
15,16,San Jose Sharks,1997-98,82,34,38,10,,78,0,.476,210,216,0,2.56,2.63,13.5,85.2,26.5,24.6,49.5
16,17,Carolina Hurricanes,1997-98,82,33,41,8,,74,0,.451,200,219,0,2.44,2.67,13.2,85.2,26.5,27.6,49.0
17,18,Chicago Blackhawks,1997-98,82,30,39,13,,73,0,.445,192,199,0,2.34,2.43,12.9,84.8,27.8,26.7,50.4
18,19,New York Islanders,1997-98,82,30,41,11,,71,0,.433,212,225,0,2.59,2.74,16.7,85.9,25.8,28.8,49.8
19,20,Toronto Maple Leafs,1997-98,82,30,43,9,,69,0,.421,194,237,0,2.37,2.89,11.4,86.6,27.7,28.7,49.8
20,21,New York Rangers,1997-98,82,25,39,18,,68,0,.415,197,231,0,2.40,2.82,17.7,85.4,25.3,28.0,48.5
21,22,Calgary Flames,1997-98,82,26,41,15,,67,0,.409,217,252,0,2.65,3.07,12.1,84.0,27.7,27.8,46.9
22,23,Anaheim Ducks,1997-98,82,26,43,13,,65,0,.396,205,261,0,2.50,3.18,11.7,81.8,26.6,30.4,51.3
23,24,Vancouver Canucks,1997-98,82,25,43,14,,64,0,.390,224,273,0,2.73,3.33,12.8,82.2,25.5,30.2,52.0
24,25,Florida Panthers,1997-98,82,24,43,15,,63,0,.384,203,256,0,2.48,3.12,13.4,79.7,27.8,28.8,49.4
25,26,Tampa Bay Lightning,1997-98,82,17,55,10,,44,0,.268,151,269,0,1.84,3.28,9.3,82.4,25.6,29.0,44.1
